CPF-Source-ID	Related-ID	CPF-Type	NameEntry	Date	Subject	Place	Occupation	Activity	BiogHist	Citation	Citation-URL	Citation-FoundData
24580.r014	nr92017381	person	Vierk, Lois V.							Anita Feldman Tap collection, 1961-2017 (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24580.xml	Vierk, Lois V.
24620.r001	n79072852	person	Houseman, John, 1902-1988	1902^Birth#1988^Death						The Acting Company records, 1968-2017 (The New York Public Library. Billy Rose Theatre Division.)	http://archives.nypl.org/the/24620.xml	Houseman, John, 1902-1988
24620.c01		corporateBody	Acting Company (Theatrical group)		Repertory theater#Theater -- Production and direction#Theater -- United States#Theatrical companies				<biogHist><p>The Acting Company is a New York City-based repertory theater company that tours the United States annually, staging and performing one or two plays in as many as fifty cities, often with runs of only one or two nights. It was founded in 1972 by John Houseman and Margot Harley with Kevin Kline, Patti LuPone and other members of the first graduating class of The Juilliard School's Drama Division.</p><p>The Company originated as the Juilliard Repertory Company at the end of the 1960s, then became the City Center Acting Company as an affiliate of City Center, and eventually The Acting Company. (The Company was allied with the Kennedy Center for the Performing Arts for a few years as well.) Houseman served as producing artistic director through 1986; Harley was producer from the Company's founding until her retirement at the end of 2015.</p><p>The Acting Company has produced 40 Shakespeare plays, as well as classics by Chekhov, Ibsen, Shaw, Sheridan, Marlowe and Moliere. It has also commissioned new adaptations of poetry by Shakespeare, and adaptions of classic American literature by Tennessee Williams, Mark Twain, and others. In addition to performances, the company offers master classes and artist residencies to schools and communities, as well as professional development workshops for actors.</p><p>Over 400 actors have launched their careers with The Acting Company, including LuPone, Kline, David Ogden Stiers, David Schramm, Rainn Wilson, Frances Conroy, Jesse L. Martin, Jeffrey Wright, Harriet Harris, and Hamish Linklater.</p></biogHist>	The Acting Company records, 1968-2017 (The New York Public Library. Billy Rose Theatre Division.)	http://archives.nypl.org/the/24620.xml	Acting Company (Theatrical group)
24618.c01	nb90977279	person	Payne, Charles		Ballet#Ballet -- 20th century#Ballet companies -- Photographs#Costume designs -- 20th century#Dance#Performing arts				<biogHist><p>Charles Payne (1909-1994) was an integral part of the American Ballet Theatre administration from its formative years. Born on March 11, 1909 in Brooklyn, New York, Payne attended Yale College for an undergraduate degree and later Yale Law School. He was admitted to the New York Bar, but didn't have any intention of practicing. In 1941, he accepted a position at Ballet Theatre and was named executive managing director. Payne had a hand in every aspect of the company from coordinating contracts with famous artists and photographers to designing and publishing souvenir programs. Payne's award-winning souvenir programs became a lucrative extension of the company's publicity campaign.</p><p>American Ballet Theatre has been regarded as the preeminent ballet company in the United States. In 1939, Ballet Theatre (as it was known until 1957) grew out of the Mordkin Ballet Company founded by Russian choreographer and dancer Mikhail Mordkin. Ballet Theatre's transition was led by Richard Pleasant and principal dancer Lucia Chase who reorganized the company into a nationally and internationally renowned ballet company. Chase remained dedicated to the repertory and legacy of the American Ballet Theatre until her retirement as company director in 1980 when Mikhail Baryshnikov took over the position. The mission for the formation of the American Ballet Theatre was to create a uniquely American company "which would preserve the best of the classic tradition of Europe and at the same time lay the foundation for a new tradition, American in concept and spirit."</p></biogHist>	Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Payne, Charles
24618.r001	n80086690	person	Alonso, Alicia, 1921-	1921^Birth						Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Alonso, Alicia, 1921-
24618.r002	n79076627	person	Avedon, Richard							Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Avedon, Richard
24618.r003	n79029747	person	Baryshnikov, Mikhail, 1948-	1948^Birth						Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Baryshnikov, Mikhail, 1948-
24618.r004	n50006451	person	Beaton, Cecil, 1904-1980	1904^Birth#1980^Death						Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Beaton, Cecil, 1904-1980
24618.r005	n79060771	person	Bruhn, Erik, 1928-1986	1928^Birth#1986^Death						Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Bruhn, Erik, 1928-1986
24618.r006	n97872194	person	Chase, Lucia, 1897-1986	1897^Birth#1986^Death						Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Chase, Lucia, 1897-1986
24618.r007	n80001412	person	De Mille, Agnes							Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	De Mille, Agnes
24618.r008	n78049923	person	Duncan, Kenn							Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Duncan, Kenn
24618.r009	n80073527	person	Fehl, Fred							Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Fehl, Fred
24618.r010	n79005862	person	Fracci, Carla							Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Fracci, Carla
24618.r011	n86111419	person	Kaye, Nora, 1920-1987	1920^Birth#1987^Death						Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Kaye, Nora, 1920-1987
24618.r012	n85376667	person	Kriza, John							Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Kriza, John
24618.r013	n83044552	person	Lynes, George Platt, 1907-1955	1907^Birth#1955^Death						Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Lynes, George Platt, 1907-1955
24618.r014	n80040627	person	Markova, Alicia, Dame, 1910-2004	1910^Birth#2004^Death						Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Markova, Alicia, Dame, 1910-2004
24618.r015	n85173002	person	Robbins, Jerome							Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Robbins, Jerome
24618.r016	no2007066985	person	Serrano, Lupe							Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Serrano, Lupe
24618.r017	n97859104	person	Smith, Oliver Lemuel, 1918-1994	1918^Birth#1994^Death						Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Smith, Oliver Lemuel, 1918-1994
24618.r018	n80013036	person	Swope, Martha							Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Swope, Martha
24618.r019	n86025901	person	Tudor, Antony, 1908-1987	1908^Birth#1987^Death						Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Tudor, Antony, 1908-1987
24618.r020	nr98027607	person	Youskevitch, Igor, 1912-1994	1912^Birth#1994^Death						Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	Youskevitch, Igor, 1912-1994
24618.r021		corporateBody	American Ballet Theatre							Charles Payne collection, 1929-19831940-1974  (The New York Public Library. Jerome Robbins Dance Division.)	http://archives.nypl.org/dan/24618.xml	American Ballet Theatre
26967.c01	no2010142765	person	Anderson, D. M. (David M.)		Medicine -- Formulae, receipts, prescriptions#Medicine -- Practice -- History -- 19th century#Medicine -- Study and teaching -- New York (State) -- New York#Obstetrics -- Practice -- History -- 19th century#Physicians -- New York (State) -- New York#Physicians -- Pennsylvania -- Washington County#Women -- Diseases		Physicians			D. M. Anderson medical casebook, 1865-1869 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/26967.xml	Anderson, D. M. (David M.)
26967.r001		corporateBody	Bellevue Hospital Medical College							D. M. Anderson medical casebook, 1865-1869 (The New York Public Library. Manuscripts and Archives Division.)	http://archives.nypl.org/mss/26967.xml	Bellevue Hospital Medical College
24551.c01	n98092950	person	Felzer, Oleg, 1939-1998	1939^Birth#1998^Death	Music -- Azerbaijan -- 20th century#Music -- United States -- 20th century		Composers		<biogHist><p>Oleg Felzer (1939-1998) was a Jewish composer from Azerbaijan who lived and worked in the Soviet Union before immigrating to New York City in 1988. Born in Baku, he graduated from the State Conservatory there (where he studied with Kara Kareyev), and from the Leningrad Conservatory. After teaching at the Moscow Conservatory, Felzer returned to Baku, where he became a professor of composition and music theory, and founded and conducted a chamber orchestra. His music was published by the Soviet state publisher, which went out of business after the collapse of the Soviet Union, making much of Felzer's early music unavailable.</p><p>Felzer became a figure of renown in Azerbaijan for being one of the first composers from that republic to employ modernist, avant-garde techniques. He also studied Mugham, the traditional music of Azerbaijan, and incorporated it into his music. His students at Baku Conservatory included Franghiz Ali-Zadeh and Faradzh Karayev (son of Kara), both highly-regarded composers.</p><p>Felzer was declared a dissident in the early 1970s for writing a musical, Woe From Wit, which was critical of the government. It became so popular that the production was halted by the state, and Felzer's salary was frozen and his movements restricted.</p><title>Woe From Wit</title><p>In 1988, after restrictions to travel outside the Soviet Union were relaxed, Felzer obtained a visa and moved to New York City, where he rebuilt his career. He found a job as an accompanist for the Dance Theatre of Harlem, and in 1989, his music was performed at Carnegie Hall's Weill Recital Hall. Later, Felzer was hired as the choirmaster and music tutor at St. Ignatius Church in Crown Heights, Brooklyn. The Continuum ensemble, under Joel Sachs, commissioned Vestige (1993), which won the Stoeger prize of the Chamber Music Society of Lincoln Center, and Interrupted Song (Sonata No. 2 for Violin and Piano), Felzer's final work (unfinished, but completed by Faradzh Karayev). Continuum began performing his work in the United States and abroad, as did the Gregg Smith Singers, the Nieuw Ensemble in Amsterdam, and other groups.</p><title>Vestige</title><title>Interrupted Song</title><p>Felzer died of cancer in 1998. In the years after his death, Continuum continued to perform his music and produced first recordings for some pieces. His oeuvre includes solo pieces, piano and organ music, chamber music, works for chamber orchestra, full orchestral compositions, and choral and vocal pieces.</p></biogHist>	Oleg Felzer scores and sound recordings, 1960-1998 (The New York Public Library. Music Division.)	http://archives.nypl.org/mus/24551.xml	Felzer, Oleg, 1939-1998
